UNICODE,I_TRIAT,P_TRIAT,FECHA,CICLO,TRATADA,RENUENTE,CERRADA,DESHABITADA,LOCAL_PUBLICO,LOTE_VACIO,,,,
1.13.10.712,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.714,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.715,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.716,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.717,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.718,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.719,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.720,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.721,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.722,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.723,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.725,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.726,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.726,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.730,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.734,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.734,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.735,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.738,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.739,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.741,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.741,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.742,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.743,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.745,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.746,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.748,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.749,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.750,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.751,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.752,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.755,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.755,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.757,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.758,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.759,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.760,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.760,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.762,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.765,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.767,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.770,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.770,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.771,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.772,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.772,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.773,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.779,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.783,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.785,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.787,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.788,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.789,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.790,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.790,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.791,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.792,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.796,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.797,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.798,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.799,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.800,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.801,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.802,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.802,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.803,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.807,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.815,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.820,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.820,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.823,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.829,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.831,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.832,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.835,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.840,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.842,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.845,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.848,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.849,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.849,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.852,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.857,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.858,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.859,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.863,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.864,0,0,0,1,0,0,0,0,1,0,,ARREGLAR EN LA BASE ,,
1.13.10.866,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.871,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.872,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.874,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.877,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.882,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.883,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.884,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.884,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.885,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.886,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.887,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.888,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.893,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.895,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.896,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.902,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.905,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.906,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.906,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.907,0,0,0,1,0,0,0,0,0,1,,ARREGLAR EN LA BASE ,,
1.13.10.907,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.908,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.910,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.911,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.912,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.913,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.914,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.915,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.915,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.917,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.918,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.922,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.923,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.925,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.928,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.929,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.930,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.931,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.932,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.933,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.934,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.939,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.940,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.941,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.943,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.944,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.944,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.945,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.946,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.947,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.948,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.948,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.950,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.951,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.952,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.953,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.953,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.957,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.958,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.959,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.959,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.960,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.961,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.962,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.963,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.964,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.965,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.970,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.975,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.976,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.977,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.978,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.979,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.980,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.981,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.985,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.985,0,0,0,1,0,0,0,1,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.988,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.989,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.990,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.991,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.992,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.994,0,0,0,1,0,0,1,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.996,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.10.999,0,0,0,1,0,1,0,0,0,0,,ARREGLAR EN LA BASE ,,
1.13.95.500A,0,0,0,1,0,1,0,0,0,0,,,,
1.13.97.67,0,0,0,1,0,0,1,0,0,0,,,,
1.13.97.72,0,0,0,1,0,0,0,1,0,0,,,,
1.13.100.1154,,0,08/05/2009,2,1,0,0,0,0,0,,,,
1.13.100.791A,,0,08/27/09,2,1,0,0,0,0,0,,,,
1.13.97.68,,0,09/11/2009,2,1,0,0,0,0,0,,,,
1.13.97.69,,0,09/11/2009,2,1,0,0,0,0,0,,,,
1.13.97.70,,0,09/11/2009,2,1,0,0,0,0,0,,,,
1.13.97.71,,0,09/14/09,2,1,0,0,0,0,0,,,,
1.13.34.92A,,0,09/16/09,2,1,0,0,0,0,0,,,,
1.13.100.183C,,0,09/16/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 961,,
1.13.104.987,,0,09/23/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 962,,
1.13.104.973,,0,09/23/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 963,,
1.13.104.972,,0,09/23/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 964,,
1.13.104.968,,0,09/24/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 965,,
1.13.104.981,,0,09/24/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 966,,
1.13.104.967,,0,09/24/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 967,,
1.13.104.974,,0,09/24/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 968,,
1.13.104.966,2,0,09/24/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 969,,
1.13.104.989,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 970,,
1.13.104.991,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 971,,
1.13.104.971,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 972,,
1.13.104.990,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 973,,
1.13.104.986,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 974,,
1.13.104.993,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 975,,
1.13.104.962,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 976,,
1.13.104.979,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 977,,
1.13.104.988,,0,09/25/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 978,,
1.13.104.995,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 979,,
1.13.104.964,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 980,,
1.13.104.969,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 981,,
1.13.104.980A,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 982,,
1.13.104.980,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 983,,
1.13.104.982,,0,09/30/09,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 984,,
1.13.104.984,,0,10/01/2009,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 985,,
1.13.104.983,,0,10/04/2009,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 986,,
1.13.99A.1,,0,09/25/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.8,,0,09/25/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.5,,0,09/25/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.6,,0,09/25/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.4,,0,09/25/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.15,,0,10/14/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.24,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.23,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.22,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.21,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.19,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.17,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.18,,0,10/15/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.14,,0,10/20/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.10,,0,10/20/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.11,,0,10/20/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.99A.2,,0,10/20/09,2,1,0,0,0,0,0,,SOLO  TIENE ESA LOCALIDAD MINSA,,
1.13.97.72,,0,01/24/11,2,1,0,0,0,0,0,,SOLO TENEMOS 66 PUNTOS  EN EL CORQUIS ,,
1.13.97.71,,0,01/25/11,2,1,0,0,0,0,0,,SOLO TENEMOS 66 PUNTOS  EN EL CORQUIS ,,
1.13.97.69,,0,01/25/11,2,1,0,0,0,0,0,,SOLO TENEMOS 66 PUNTOS  EN EL CORQUIS ,,
1.13.104.984,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 961,,
1.13.104.983,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 962,,
1.13.104.988,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 963,,
1.13.104.985,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 964,,
1.13.104.986,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 965,,
1.13.104.981,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 966,,
1.13.104.979,,0,03/29/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 967,,
1.13.104.973,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 968,,
1.13.104.972,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 969,,
1.13.104.980,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 970,,
1.13.104.980A,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 971,,
1.13.104.990,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 972,,
1.13.104.967,,0,03/30/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 973,,
1.13.104.964,,0,03/31/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 974,,
1.13.104.968,,0,03/31/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 975,,
1.13.104.977,,0,03/31/11,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 976,,
1.13.104.966,,0,04/01/2011,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 977,,
1.13.104.963,,0,04/01/2011,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 978,,
1.13.104.971,,0,04/01/2011,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 979,,
1.13.104.970,,0,04/01/2011,2,1,0,0,0,0,0,,ACTUALIZACION DEL MINSA CROQUIS SOLO HASTA LA 980,,
